"Points:0","Points:1","Points:2","T","U:0","U:1","U:2"
2.5,2.5,0.5,3.555e-41,-1.2247,1.2247,0
7.5,2.5,0.5,1.4603e-40,-1.2247,1.2247,0
12.5,2.5,0.5,4.8162e-40,-1.2247,1.2247,0
17.5,2.5,0.5,1.5875e-39,-1.2247,1.2247,0
22.5,2.5,0.5,5.1383e-39,-1.2247,1.2247,0
27.5,2.5,0.5,1.6349e-38,-1.2247,1.2247,0
32.5,2.5,0.5,5.111e-38,-1.2247,1.2247,0
37.5,2.5,0.5,1.5693e-37,-1.2247,1.2247,0
42.5,2.5,0.5,4.7302e-37,-1.2247,1.2247,0
47.5,2.5,0.5,1.3991e-36,-1.2247,1.2247,0
52.5,2.5,0.5,4.0588e-36,-1.2247,1.2247,0
57.5,2.5,0.5,1.1543e-35,-1.2247,1.2247,0
62.5,2.5,0.5,3.2162e-35,-1.2247,1.2247,0
67.5,2.5,0.5,8.7753e-35,-1.2247,1.2247,0
72.5,2.5,0.5,2.3431e-34,-1.2247,1.2247,0
77.5,2.5,0.5,6.1185e-34,-1.2247,1.2247,0
82.5,2.5,0.5,1.5614e-33,-1.2247,1.2247,0
87.5,2.5,0.5,3.8914e-33,-1.2247,1.2247,0
92.5,2.5,0.5,9.463e-33,-1.2247,1.2247,0
97.5,2.5,0.5,2.2434e-32,-1.2247,1.2247,0
102.5,2.5,0.5,5.18e-32,-1.2247,1.2247,0
107.5,2.5,0.5,1.1637e-31,-1.2247,1.2247,0
112.5,2.5,0.5,2.5404e-31,-1.2247,1.2247,0
117.5,2.5,0.5,5.3826e-31,-1.2247,1.2247,0
122.5,2.5,0.5,1.1053e-30,-1.2247,1.2247,0
127.5,2.5,0.5,2.196e-30,-1.2247,1.2247,0
132.5,2.5,0.5,4.2138e-30,-1.2247,1.2247,0
137.5,2.5,0.5,7.7924e-30,-1.2247,1.2247,0
142.5,2.5,0.5,1.3853e-29,-1.2247,1.2247,0
147.5,2.5,0.5,2.3606e-29,-1.2247,1.2247,0
152.5,2.5,0.5,3.8421e-29,-1.2247,1.2247,0
157.5,2.5,0.5,5.961e-29,-1.2247,1.2247,0
162.5,2.5,0.5,8.0778e-29,-1.2247,1.2247,0
167.5,2.5,0.5,8.7362e-29,-1.2247,1.2247,0
172.5,2.5,0.5,8.8224e-29,-1.2247,1.2247,0
177.5,2.5,0.5,8.6402e-29,-1.2247,1.2247,0
182.5,2.5,0.5,7.8269e-29,-1.2247,1.2247,0
187.5,2.5,0.5,6.0702e-29,-1.2247,1.2247,0
192.5,2.5,0.5,3.3274e-29,-1.2247,1.2247,0
197.5,2.5,0.5,9.8636e-30,-1.2247,1.2247,0
